org,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,total,percent_change_16to24,annual_avg_14to23,annual_avg_13to17,latest_update
newsday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.2,0.4,2020-07-27 05:24:59+00:00
newsdev,0.0,0.0,0.0,0.0,0.0,1.0,3.0,32.0,10.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,-1.0,7.0,12.4,2025-12-30 15:32:41+00:00
newshour,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,,0.4,0.2,2025-09-18 15:53:53+00:00
newslynx,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,,3.4,6.8,2025-06-04 18:06:10+00:00
newsrevenuehub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.1,0.0,2025-07-18 01:23:14+00:00
newsroomdevelopment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,0.0,0.0,36.0,,3.6,0.0,2024-05-08 06:46:37+00:00
newyorker,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.6,1.2,2025-11-28 05:55:12+00:00
niemanlab,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.2,2025-12-13 16:29:30+00:00
nmg-digital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.1,0.0,2022-02-18 15:00:55+00:00
npr,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,2.0,2.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,-1.0,2.0,2.2,2025-09-03 01:40:54+00:00
nprapps,0.0,0.0,0.0,0.0,12.0,41.0,24.0,27.0,25.0,41.0,11.0,9.0,6.0,8.0,1.0,4.0,3.0,0.0,0.0,212.0,-0.88,15.6,31.6,2026-01-03 17:37:58+00:00
nprlabs,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,0.5,1.2,2025-03-23 15:11:10+00:00
nrkno,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,13.0,20.0,13.0,6.0,5.0,13.0,12.0,6.0,10.0,0.0,110.0,-0.3333333333333333,9.3,5.0,2025-12-30 17:04:00+00:00
nuknightlab,0.0,0.0,0.0,0.0,3.0,11.0,10.0,8.0,14.0,12.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,73.0,-0.8571428571428571,5.5,11.0,2026-01-04 06:59:03+00:00
nydailynews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,6.0,8.8,2025-03-25 06:40:11+00:00
nymag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,5.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,-1.0,3.1,4.4,2025-08-01 17:35:22+00:00
nypublicradio,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,26.0,10.0,10.0,7.0,3.0,4.0,5.0,1.0,0.0,0.0,81.0,-0.9090909090909091,8.0,8.2,2025-12-19 21:07:59+00:00
nytimes,0.0,0.0,5.0,5.0,3.0,5.0,8.0,5.0,19.0,13.0,3.0,9.0,3.0,6.0,6.0,3.0,0.0,2.0,0.0,95.0,-1.0,7.5,10.0,2026-01-04 11:41:58+00:00
nytlabs,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-1.0,1.4,3.8,2025-10-06 09:17:55+00:00
nzzdev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,4.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,0.0,47.0,-0.8571428571428571,4.2,4.8,2026-01-04 09:26:15+00:00
occrp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,30.0,-0.6666666666666666,2.9,3.4,2025-09-20 12:30:53+00:00
openelections,0.0,0.0,0.0,0.0,2.0,5.0,23.0,36.0,29.0,19.0,8.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,132.0,-1.0,12.4,22.4,2025-12-31 15:07:12+00:00
opennews,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,26.0,-0.6666666666666666,2.4,2.6,2025-12-29 16:05:12+00:00
opennewslabs,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,19.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-1.0,3.0,6.0,2025-12-30 16:54:04+00:00
opensecrets,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.2,0.4,2025-08-15 18:31:16+00:00
openstates,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,27.0,-1.0,2.0,1.6,2026-01-03 06:02:04+00:00
oregonian,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.1,0.4,2015-10-16 06:47:41+00:00
orlandosentinel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,0.5,1.0,2020-10-18 21:27:46+00:00
overview,0.0,0.0,0.0,2.0,2.0,4.0,9.0,19.0,0.0,3.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,,4.5,7.0,2025-12-26 16:15:22+00:00
palmbeachpost,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-1.0,2.5,4.4,2025-10-29 04:09:11+00:00
phillymedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,16.0,2.0,1.0,0.0,4.0,2.0,1.0,2.0,0.0,59.0,0.0,5.6,6.2,2025-12-31 02:09:36+00:00
pitchinteractiveinc,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,-1.0,0.5,1.0,2025-12-04 20:12:35+00:00
poderopedia,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,0.1,1.4,2025-10-26 14:50:20+00:00
policymic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.1,0.2,2025-06-13 06:40:47+00:00
politibot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.2,0.0,2018-07-10 20:06:46+00:00
polygraph-cool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,,1.1,0.6,2025-11-19 19:27:15+00:00
postandcourier,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,1.5,1.8,2025-10-04 16:37:39+00:00
postdispatchinteractive,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,-1.0,0.9,1.0,2025-12-08 17:48:27+00:00
povdocs,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-1.0,1.2,2.4,2025-09-11 07:56:56+00:00
proofnews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,inf,0.0,0.0,2024-11-07 21:43:28+00:00
propublica,0.0,2.0,8.0,4.0,4.0,4.0,4.0,1.0,6.0,8.0,9.0,7.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,63.0,-1.0,3.9,4.6,2026-01-03 17:37:53+00:00
prx,0.0,0.0,0.0,9.0,1.0,13.0,17.0,13.0,6.0,12.0,6.0,6.0,1.0,7.0,9.0,3.0,20.0,2.0,0.0,125.0,2.3333333333333335,8.0,12.2,2025-12-29 23:25:37+00:00
publici,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,8.0,26.0,11.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,68.0,-1.0,6.8,3.0,2025-12-29 06:13:12+00:00
publicradiointernational,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.5,0.8,2023-01-28 05:26:22+00:00
publicsource,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,-1.0,1.4,1.4,2025-07-17 18:44:46+00:00
quartz,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,22.0,32.0,3.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,-1.0,8.8,12.8,2025-12-29 05:54:40+00:00
radiofrance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,3.0,1.0,3.0,3.0,4.0,6.0,0.0,29.0,3.0,1.9,1.6,2026-01-02 09:24:50+00:00
reesenewslab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,inf,0.3,0.4,2024-04-29 14:55:41+00:00
registerguard,0.0,0.0,4.0,4.0,11.0,13.0,11.0,6.0,9.0,15.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,-1.0,5.2,10.8,2025-03-15 12:32:33+00:00
resolve-philly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,inf,0.2,0.0,2024-10-04 19:36:36+00:00
reuters-graphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,27.0,2.0,1.0,3.0,3.0,0.0,71.0,inf,6.5,0.0,2025-12-29 13:13:52+00:00
rferl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,,0.2,0.0,2025-11-13 09:21:35+00:00
rgnewsroom,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.5,1.0,2017-11-28 22:57:07+00:00
rji-futures-lab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,,2.1,0.0,2024-07-31 13:44:15+00:00
row-engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,inf,0.1,0.0,2025-12-09 15:12:30+00:00
sa-express-news,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,48.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,,7.8,11.2,2025-06-29 10:30:00+00:00
sahanjournal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,,0.1,0.0,2025-12-19 07:08:06+00:00
scmp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.4,0.0,2024-02-29 13:36:41+00:00
scpr,0.0,0.0,0.0,2.0,7.0,18.0,15.0,11.0,10.0,4.0,11.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,-1.0,5.9,11.6,2024-11-08 07:28:34+00:00
sdut-datadesk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,9.0,,0.9,0.0,2023-04-13 19:35:33+00:00
seattletimes,0.0,0.0,0.0,0.0,1.0,0.0,23.0,88.0,90.0,61.0,65.0,50.0,50.0,19.0,10.0,0.0,0.0,6.0,0.0,463.0,-1.0,45.6,52.4,2025-10-31 22:13:23+00:00
sfchronicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,49.0,79.0,20.0,3.0,1.0,2.0,10.0,6.0,1.0,1.0,0.0,184.0,-0.9795918367346939,18.2,28.0,2025-12-16 01:11:08+00:00
slategroup,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-1.0,0.5,0.8,2024-08-27 15:13:29+00:00
sourcefabric,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,0.1,0.0,2025-12-10 19:46:45+00:00
southsideweekly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.7,0.0,2022-02-27 18:33:45+00:00
spiegelgraphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,0.0,14.0,inf,0.9,0.0,2025-11-18 14:21:38+00:00
spiritedmedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-1.0,0.7,1.0,2023-01-28 17:58:24+00:00
spotlightpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,2.0,4.0,2.0,6.0,0.0,30.0,inf,2.2,0.0,2026-01-03 17:13:54+00:00
srfdata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,8.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-1.0,3.9,4.0,2025-11-14 16:47:21+00:00
statesman,0.0,0.0,0.0,0.0,0.0,0.0,24.0,44.0,14.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,-1.0,9.7,17.6,2020-02-24 20:52:37+00:00
statesnewsroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.1,0.0,2022-12-14 21:13:47+00:00
stlpublicradio,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,47.0,-1.0,4.7,6.4,2025-06-24 11:59:29+00:00
